96	12423
101	402
101	10592
102	7527
103	11795
104	1764
104	2325
104	5593
104	7446
104	7839
104	9701
105	1807
105	3981
105	5611
105	5672
105	6689
106	1350
106	1482
106	7232
106	9244
106	10007
107	372
107	925
107	1067
107	2772
107	3204
107	3270
107	5773
107	9239
108	2027
108	3625
108	3817
108	4015
108	4158
108	5320
108	5514
108	6283
108	6426
108	7115
108	9018
108	9243
108	10682
109	1306
109	1914
109	3233
109	3293
109	4248
109	5688
109	6271
109	6712
109	8110
109	9577
109	11643
109	12149
109	12361
110	247
110	1765
110	2849
110	3266
110	3311
110	3957
110	4142
110	4313
110	4321
110	5429
110	5510
110	5783
110	5881
110	6651
110	6686
110	6750
110	7056
110	7727
110	8011
110	8061
110	8256
110	8976
110	9279
110	9655
110	10333
110	11530
110	12494
111	74
111	646
111	1597
111	3650
111	5739
111	6080
111	6539
111	7277
111	7315
111	8112
111	8772
111	10011
111	10317
111	10538
111	11336
111	11343
111	11430
111	12246
112	125
112	810
112	947
112	971
112	1093
112	1305
112	1436
112	1462
112	1495
112	1698
112	2159
112	2725
112	3071
112	3166
112	4095
112	4132
112	4515
112	4863
112	6060
112	6246
112	6725
112	7898
112	8386
112	8615
112	10204
112	10604
112	10681
112	10849
112	10921
112	11140
112	12278
112	12395
113	230
113	482
113	1601
113	2684
113	2685
113	2827
113	2984
113	3054
113	3415
113	3621
113	4129
113	4580
113	4619
113	4672
113	5094
113	5231
113	5419
113	5926
113	6437
113	6562
113	7094
113	7219
113	9196
113	9268
113	9468
113	10079
113	10130
113	10465
113	10609
113	10692
113	10971
113	11377
113	11790
113	11908
113	12075
114	37
114	162
114	233
114	590
114	679
114	978
114	1325
114	1472
114	1626
114	1677
114	1738
114	1861
114	2280
114	2327
114	2564
114	2652
114	2770
114	2858
114	3120
114	3324
114	5007
114	5015
114	5134
114	5288
114	5663
114	5699
114	6108
114	6356
114	6477
114	6623
114	7248
114	7352
114	7480
114	8255
114	8702
114	8855
114	9131
114	9718
114	9758
114	10255
114	10535
114	10773
114	10783
114	11115
114	11128
114	12086
114	12254
114	12458
115	61
115	159
115	332
115	690
115	691
115	740
115	1135
115	1384
115	1572
115	1931
115	2016
115	2349
115	2985
115	3113
115	3294
115	3782
115	4125
115	4906
115	4930
115	5054
115	5111
115	5264
115	6280
115	6294
115	6626
115	6666
115	6751
115	6927
115	7377
115	7493
115	7588
115	7603
115	7633
115	7683
115	7938
115	8015
115	8143
115	8196
115	8283
115	8407
115	8557
115	8654
115	8686
115	9028
115	9252
115	9533
115	10017
115	10069
115	10226
115	10669
115	11139
115	11276
115	11971
115	12009
115	12070
115	12379
116	121
116	397
116	452
116	741
116	999
116	1043
116	1319
116	1608
116	1913
116	1948
116	2196
116	2502
116	2755
116	3585
116	3926
116	4329
116	5159
116	5165
116	5756
116	5778
116	6328
116	6446
116	6542
116	6708
116	6843
116	6889
116	7118
116	7156
116	7354
116	7359
116	7405
116	7406
116	7582
116	7656
116	7658
116	7737
116	7769
116	7835
116	7904
116	7994
116	8388
116	8715
116	8717
116	8933
116	8939
116	9267
116	9808
116	9943
116	9971
116	10182
116	10417
116	10940
116	10960
116	11240
116	11497
116	11722
116	11782
116	12023
116	12063
116	12091
116	12421
117	108
117	296
117	497
117	697
117	934
117	948
117	952
117	989
117	1104
117	1479
